employee_number,name,position,join_date,department,salary,age
8568164,Sean Majors,Senior Developer,1987-09-23,People,24225,55
2744788,David Gumpert,Assistant Manager,1992-01-08,Leadership,41068,51
4140759,George Mccreary,Manager,1986-10-21,Research and Development,21609,56
9267989,Arthur Mcknight,Manager,1987-10-19,Marketing,31330,55
1883615,Larry Mccreary,Assistant Manager,2008-10-27,Logistics,42170,34
4509182,Brian Mccollum,Assistant Manager,1994-08-20,Customer Service,51261,48
4569976,Aaron Mcginnis,Junior Developer,2014-01-12,Research and Development,8437,19
8477670,Derek Wilson,Assistant Manager,2011-09-21,Acquisitions,9296,31
7808156,Adam Mcmurray,Senior Developer,2007-03-23,Acquisitions,55834,35
4665801,Nicholas Mcvicker,Manager,2009-02-28,Finance,60984,26
9716087,Roisin Smith,Senior Developer,2014-07-24,Research and Development,12152,24
5349450,Thomas Mccreary,Team Leader,2022-06-08,Leadership,60305,20
1804949,Peter Higginbotham,Senior Developer,2009-11-29,Research and Development,54422,23
8508911,Edward Blahut,Intern,2017-03-02,Marketing,6604,23
7113565,Patrick Higginbotham,Intern,1995-03-07,Marketing,31249,47
5977543,Edward Mccurry,Manager,1996-09-16,People,5006,46
3109180,Timothy Mcnulty,Senior Developer,1990-12-20,Production,56227,52
7074775,Jose Mcclellan,Junior Developer,2003-09-16,IT,21761,39
9544730,David Williams,Manager,2007-01-18,Customer Service,53114,36
9112341,Paul Mcnulty,Junior Developer,1983-11-14,Finance,54222,59
9815176,Chris Mangum,Supervisor,2001-12-09,Research and Development,60030,41
7642389,Megan Mcknight,Supervisor,2016-08-06,Research and Development,21934,26
8585602,John Mangum,Team Leader,2002-06-11,People,56351,40
7743731,Ciaran Mcgill,Intern,2015-07-23,HR,31077,27
6513171,Chris Loyd,Assistant Manager,1989-06-07,Finance,52239,53
8438223,Patrick Krebs,Assistant Manager,2015-09-20,Production,53282,21
5151177,Oscar Mcknight,Intern,2011-01-23,Research and Development,20495,32
5556387,Eric Taylor,Assistant Manager,2003-11-26,Finance,24017,39
2925586,Jacob Mccurry,Senior Developer,2007-09-19,Logistics,52287,25
3005770,Samuel Mclendon,Team Leader,2005-08-06,Customer Service,9443,26
9083609,Paul Higginbotham,Intern,2007-08-31,Leadership,56703,19
2150860,Jose Mcmillan,Assistant Manager,2018-04-29,People,40729,24
6398101,Benjamin Mcmillan,Assistant Manager,2013-04-13,People,40820,29
6273994,Sophia Wilson,Supervisor,2013-12-09,HR,6844,20
3932080,Philip Taylor,Senior Developer,2005-09-26,Customer Service,40296,25
9897243,Charlie Loyd,Supervisor,2014-04-29,Logistics,55619,25
7515221,Charlie Mcmullen,Supervisor,2000-12-20,Production,8408,42
7966856,Brian Taylor,Junior Developer,1998-08-14,Finance,52290,44
1586134,Jacob Mcginnis,Intern,2008-10-20,Research and Development,52113,20
4711015,Matthew Gumpert,Supervisor,2017-12-28,Acquisitions,10241,25
6168482,Cameron Lindholm,Team Leader,1996-11-22,Research and Development,31044,46
6175732,Thomas Mcmullen,Senior Developer,2017-07-20,People,53353,25
2157455,Gerald Mccreary,Junior Developer,1989-12-25,Marketing,30620,53
5101192,Larry Mcvay,Supervisor,2014-12-10,Production,12329,18
2661157,Justin Mccracken,Assistant Manager,1989-10-28,IT,8666,53
6543906,Jack Davis,Junior Developer,2010-03-11,Finance,6746,29
2501266,Charles Mcclellan,Team Leader,2022-09-05,Leadership,40095,18
4542120,Alexander Mcmurray,Senior Developer,1994-02-12,People,40728,49
2124770,Lily Davis,Supervisor,1995-01-13,Production,31118,48
1438664,Jacob Gumpert,Supervisor,2012-07-20,Marketing,24414,22
1506099,James Miller,Assistant Manager,2021-10-28,Marketing,41677,21
4666610,Ethan Taylor,Senior Developer,1993-06-28,People,51867,49
9718977,Stephen Mcclellan,Senior Developer,2010-08-11,Production,61608,21
5598890,Harry Mcnabb,Intern,2012-07-12,Acquisitions,41010,20
1334900,Mason Mckinley,Intern,1992-09-02,Acquisitions,25376,50
1160212,Bryan Gumpert,Supervisor,1993-05-16,HR,24314,49
9516196,Roisin Mcgill,Senior Developer,1987-03-30,People,41275,55
7558790,Jason Mcmillan,Team Leader,2016-12-05,Acquisitions,24330,22
6354195,Willie Hutchins,Supervisor,1986-05-16,Marketing,62014,56
7778117,Vincent Krebs,Junior Developer,2009-04-05,HR,7405,30
4523201,Sean Wilson,Intern,1990-12-01,Sales,52095,52
7147758,Louis Taylor,Senior Developer,2005-11-18,IT,53989,37
4766830,Jose Moore,Assistant Manager,1998-02-24,Research and Development,20897,44
6038163,Noah Mccracken,Team Leader,1990-10-03,IT,8567,52
7231422,Matthew Mccracken,Senior Developer,2016-04-23,Logistics,61447,26
6513188,Grace Miller,Manager,2005-05-17,Customer Service,23385,37
7398132,Jeffrey Mccreary,Team Leader,2010-09-05,Leadership,30051,27
3647508,Austin Mangum,Supervisor,2013-08-27,HR,10947,21
2572269,Douglas Gumpert,Supervisor,2009-03-22,Research and Development,6121,33
7236068,Matthew Mccurry,Junior Developer,1991-07-16,Acquisitions,5400,51
3437420,Noah Mangum,Intern,1988-08-13,Production,25325,54
4807185,Sean Mcnulty,Assistant Manager,1992-12-02,Sales,32074,50
8308662,Dylan Davis,Assistant Manager,2007-01-16,HR,53254,36
1906890,Benjamin Jones,Assistant Manager,1988-09-07,IT,24357,54
6052934,Olivia Mccollum,Junior Developer,1997-02-13,Customer Service,5372,45
2445123,Randy Gumpert,Junior Developer,1985-01-23,Leadership,55927,58
5308061,Ella Davis,Supervisor,2019-11-30,Marketing,22544,23
8905301,David Mcnulty,Intern,2004-10-13,Marketing,61343,38
8597596,Paul Mclendon,Senior Developer,2013-03-10,Marketing,11231,26
6259184,Caleb Higginbotham,Intern,2003-12-12,Logistics,41730,39
2836650,Lily Mcnulty,Intern,1997-02-07,Logistics,20787,46
3214244,Ralph Mclendon,Supervisor,1993-12-14,Production,10150,49
3081997,Brandon Moore,Manager,2000-12-26,Customer Service,8972,42
1530569,Jack Mcmullen,Supervisor,2008-08-20,Acquisitions,24264,34
6817679,Raymond Mcclellan,Team Leader,2008-04-26,Acquisitions,20381,20
7864640,Russell Miller,Team Leader,2008-04-03,Finance,41476,32
2577394,Michael Mcmillan,Team Leader,2003-11-30,Sales,61625,39
4928802,Laura Mcnulty,Senior Developer,1983-09-30,Acquisitions,40375,59
7920879,Benjamin Mcvay,Team Leader,1985-12-29,Logistics,11451,57
3436401,Wayne Mcclellan,Junior Developer,2013-07-23,People,24942,24
9874987,Derek Majors,Supervisor,2007-01-10,HR,55712,36
9707431,John Miller,Senior Developer,2005-11-09,Logistics,30815,26
7833143,Eric Moore,Supervisor,1992-10-09,Production,40260,50
6655253,Henry Mangum,Manager,1997-10-18,Research and Development,53616,45
3098687,Eva Mcmillan,Senior Developer,2017-11-28,Sales,7079,25
8030583,Terry Smith,Senior Developer,2010-02-03,People,20984,33
2672745,Albert Williams,Manager,2001-11-06,IT,40402,41
3537837,Orla Moore,Junior Developer,2002-06-18,Sales,56580,40
3332557,Dennis Jones,Intern,1993-01-06,Production,40264,50
4009936,Henry Mcmullen,Intern,1985-05-02,Customer Service,31407,57
1586906,Evan Mcvay,Assistant Manager,1999-07-07,Customer Service,41614,43
7667563,Jordan Mccreary,Assistant Manager,1997-03-06,HR,24988,45
3408847,Justin Mcmillan,Intern,2017-10-03,Customer Service,26129,22
4234144,Chris Taylor,Supervisor,1993-02-08,Acquisitions,6009,50
5398708,Jerry Mcvay,Team Leader,1991-10-22,Marketing,55331,51
8146787,Charles Lindholm,Junior Developer,2009-08-16,Marketing,62231,33
8290048,Timothy Mcmurray,Senior Developer,1990-10-05,Sales,22332,52
6203169,Roy Mcclellan,Assistant Manager,2012-01-19,Logistics,11506,24
8783992,Paul Taylor,Manager,1998-08-11,Production,23951,44
5127929,Kenneth Taylor,Senior Developer,1994-07-23,Production,55715,48
3697788,Michael Smith,Intern,1982-10-28,IT,24336,60
3702998,Charles Mcvicker,Junior Developer,2002-05-02,Acquisitions,21859,40
8404752,Andrew Mccracken,Senior Developer,2003-07-29,Research and Development,26412,39
2921312,Bryan Davis,Junior Developer,1997-06-13,Sales,56448,45
7498970,William Mangum,Junior Developer,1993-07-26,Leadership,10438,49
7598147,Jose Mccreary,Supervisor,1992-08-01,People,60045,50
6953503,Fred Mcnabb,Assistant Manager,2010-02-01,Sales,52345,31
7838469,Oliver Mcvay,Assistant Manager,2019-04-13,Sales,5499,23
1516420,Connor Johnson,Manager,2006-04-01,Production,6840,33
7921649,Austin Blahut,Senior Developer,1993-06-05,Production,52510,49
9695455,James Blahut,Team Leader,2008-12-31,Production,11457,28
7451644,Sophie Mccurry,Team Leader,1987-07-01,Customer Service,21148,55
9388561,Tyler Williams,Intern,1986-01-21,Production,11859,57
6534103,Joseph Gumpert,Team Leader,2010-08-04,Marketing,5626,32
8587273,Daniel Wilson,Assistant Manager,1983-03-15,Research and Development,32432,59
9346503,Noah Mcmillan,Team Leader,1986-11-29,HR,23594,56
5975726,Willie Mcvay,Senior Developer,2018-12-12,Production,51099,24
2646693,Scott Taylor,Intern,1999-06-28,Logistics,25888,43
2848272,Eric Mcmurray,Manager,1996-07-25,Sales,21101,46
6830202,Michael Mcmullen,Assistant Manager,2013-04-18,Acquisitions,24106,29
7615744,Jesse Blahut,Senior Developer,1994-12-14,Finance,24429,48
6024827,Scott Mckinley,Team Leader,2005-06-25,Marketing,42443,36
7910906,Adam Lindholm,Senior Developer,1998-04-01,HR,52298,44
7924202,Sophia Mcvay,Assistant Manager,2014-04-29,Production,24643,22
8024789,Lucas Mangum,Intern,2012-07-14,Sales,8915,19
2828700,Roger Davis,Supervisor,2019-12-29,Sales,24490,23
8075082,Tyler Mcvicker,Junior Developer,2012-04-05,IT,52052,30
2656364,Harold Mcclellan,Team Leader,2015-06-12,Logistics,25178,27
9375999,Orla Mckinley,Intern,2000-09-05,Sales,8879,42
4606944,Elijah Mcnabb,Intern,2001-11-11,IT,32223,41
6905691,Howard Miller,Senior Developer,2007-07-04,Research and Development,50322,35
7241107,Raymond Smith,Team Leader,2015-03-16,Finance,55177,19
4350942,Jacob Krebs,Junior Developer,1993-05-28,Customer Service,50245,49
9629896,Arthur Gumpert,Manager,2010-09-07,Logistics,50856,32
6908988,Emily Mcmullen,Intern,1993-03-31,Research and Development,52414,49
9276572,Ella Gumpert,Manager,1988-08-18,Acquisitions,32114,54
9088140,Gerald Higginbotham,Manager,2003-07-21,Research and Development,5642,39
3783501,Adam Mcgill,Manager,2005-11-13,Sales,24659,37
3598562,Ethan Jones,Junior Developer,2007-08-13,Production,60076,35
9733159,Alan Smith,Junior Developer,1999-04-22,IT,50301,43
7344975,Alexander Mcnulty,Assistant Manager,2009-12-30,Customer Service,23756,18
9480140,Tyler Mcgill,Supervisor,2007-06-18,Logistics,60726,35
9523478,Gregory Mcmullen,Supervisor,2009-04-13,IT,56425,33
8133490,Luke Mcnabb,Manager,1983-09-18,Acquisitions,20428,59
2129484,Ava Johnson,Manager,1990-12-08,Production,25979,52
1131498,Benjamin Mccracken,Senior Developer,2001-08-07,Research and Development,8272,41
7907363,Ralph Higginbotham,Junior Developer,1984-11-07,Sales,55573,58
5769237,Emily Krebs,Assistant Manager,2009-04-08,Production,23240,33
5409497,Austin Mcgill,Supervisor,1990-02-07,Customer Service,20123,53
1791926,Luke Mclendon,Senior Developer,2008-07-24,People,50658,34
3098139,Grace Mcmullen,Assistant Manager,2005-05-21,Acquisitions,57148,37
4478504,Michael Mclendon,Intern,2000-10-03,Leadership,53174,42
7234919,Noah Mcmurray,Assistant Manager,1991-03-05,Research and Development,52220,51
3215833,Deborah Jones,Supervisor,2010-01-26,Acquisitions,55622,33
3042874,Sarah Higginbotham,Junior Developer,2009-05-24,Customer Service,5669,33
5473666,Louis Gumpert,Senior Developer,2005-04-14,Research and Development,42303,37
7638487,Bobby Miller,Supervisor,1985-04-24,Acquisitions,22118,57
9066490,Oscar Lindholm,Team Leader,1992-10-28,Sales,21441,50
6304381,Douglas Jones,Junior Developer,2012-10-26,HR,8543,30
3379463,Sean Mcclellan,Manager,2016-09-12,Production,60213,26
2598977,Daniel Mcmullen,Junior Developer,1991-05-29,Sales,50269,51
7016824,Peter Mckinley,Manager,1990-07-26,Sales,50426,52
7706071,David Mcmillan,Team Leader,1991-08-11,Research and Development,11617,51
9420439,Eoin Williams,Manager,2016-06-06,Customer Service,7462,26
3618330,Kyle Taylor,Assistant Manager,2015-09-12,Research and Development,53619,25
8406199,Michael Mccracken,Team Leader,1982-05-17,Research and Development,41243,60
4564297,Raymond Majors,Team Leader,2003-05-12,Marketing,55969,39
2500650,Gary Mccurry,Manager,2000-01-15,HR,8881,43
7410226,Philip Mccracken,Senior Developer,2005-05-14,Production,24114,28
9691895,Catherine Johnson,Team Leader,2014-11-04,Leadership,5288,23
1266249,Howard Mcnabb,Intern,2010-01-03,Finance,30258,33
2599702,Sophia Jones,Assistant Manager,1988-05-26,People,41015,54
6867272,Douglas Mcmullen,Assistant Manager,1990-06-22,IT,24207,52
4105090,Daniel Smith,Assistant Manager,2018-07-24,Finance,62255,22
2112842,Tom Mcnabb,Assistant Manager,1993-09-07,Finance,11259,49
2106808,Jeffrey Miller,Team Leader,1996-03-23,HR,7279,46
1308116,Juan Mcclellan,Assistant Manager,1989-12-28,Acquisitions,60341,53
6620920,George Gumpert,Intern,1992-08-03,Customer Service,5486,50
1196030,Roger Blahut,Team Leader,2005-08-03,Production,62403,25
7264695,Albert Mcmurray,Senior Developer,1990-04-19,Logistics,22330,52
5040593,Jeremy Jones,Manager,2013-06-08,People,57440,29
2886288,Joe Mcnabb,Assistant Manager,2007-02-09,Finance,40299,21
4703794,Roisin Mcknight,Intern,2007-08-16,Marketing,22248,22
3889946,Eva Blahut,Team Leader,1992-06-21,Sales,21891,50
7101529,Wayne Johnson,Assistant Manager,2007-11-30,Production,26134,35
8675166,Jason Higginbotham,Senior Developer,2010-02-28,Marketing,41553,32
5467616,Sarah Smith,Manager,1994-03-05,HR,20008,48
6234064,Howard Loyd,Supervisor,2015-12-03,Leadership,61619,27
5890877,Jack Mccurry,Senior Developer,2008-10-11,HR,26017,34
3110390,Jerry Mclendon,Assistant Manager,2009-01-14,Research and Development,25396,27
5300579,Samuel Mcginnis,Intern,2007-09-02,Production,30598,35
7504492,Bruce Jones,Manager,1983-11-09,Acquisitions,54337,59
4471012,Caleb Mcclellan,Supervisor,1998-09-25,Acquisitions,41304,44
3069975,Benjamin Mcvay,Senior Developer,2008-03-05,Customer Service,30201,34
5446368,Henry Mcmurray,Intern,1993-08-31,Sales,56911,49
5581632,Emily Johnson,Junior Developer,2015-04-07,Research and Development,51758,27
5828482,Charles Mcginnis,Intern,2010-03-13,Logistics,57164,23
4770683,Hannah Smith,Assistant Manager,2003-06-21,Finance,51771,39
6127284,Tom Mcginnis,Supervisor,2000-07-08,Leadership,41652,42
4933899,Eric Moore,Senior Developer,1989-12-04,HR,30441,53
3530722,Donald Mccurry,Team Leader,2006-07-05,Customer Service,22430,36
8485417,William Williams,Assistant Manager,1990-04-08,IT,20644,52
6598516,Terry Davis,Intern,2001-12-21,Acquisitions,26149,41
8978668,Ethan Mckinley,Junior Developer,1992-01-10,People,25861,51
8754039,Edward Johnson,Senior Developer,1992-09-18,Production,41067,50
9748672,Jeremy Mclendon,Intern,2001-01-28,Sales,8152,42
6052908,Joseph Taylor,Junior Developer,2000-03-31,Production,30042,42
6863440,Stephen Blahut,Manager,2006-07-06,Finance,25418,22
2554139,Alex Williams,Senior Developer,2011-08-24,Acquisitions,54179,31
2626361,Bryan Moore,Supervisor,1984-07-14,Customer Service,9394,58
4422472,Jack Davis,Intern,1986-04-22,People,53482,56
6501498,Peter Mcvicker,Supervisor,2007-11-11,IT,24825,27
1720422,Gerald Higginbotham,Manager,1994-02-10,HR,53052,49
2233593,Tom Mcmurray,Senior Developer,2020-06-28,HR,9360,22
8092168,Max Davis,Manager,2000-11-14,Finance,10009,42
2267320,Michael Johnson,Intern,1992-01-31,Marketing,32466,51
6738871,David Mangum,Manager,1996-06-07,Leadership,30105,46
2727362,Jason Lindholm,Supervisor,1982-11-14,Sales,7500,60
7064751,Grace Jones,Assistant Manager,1996-02-08,Production,53312,47
6695259,Matthew Mcvay,Intern,1992-02-28,People,52004,50
8524104,James Mcphee,Supervisor,1987-01-12,Sales,57177,56
4223895,Evan Mcnulty,Supervisor,1982-07-27,Marketing,53019,60
7415996,Gary Majors,Intern,2009-10-30,Acquisitions,24778,22
5989946,Johnny Mcmurray,Junior Developer,1993-05-05,Logistics,41436,49
9630622,Richard Brown,Intern,1988-06-20,Sales,52654,54
7004478,Fred Mcginnis,Team Leader,1992-01-03,IT,8001,51
6972672,Megan Brown,Manager,2007-07-13,Production,25621,35
8186435,Joseph Krebs,Team Leader,2011-11-22,Production,41087,25
4326213,Matthew Mangum,Intern,2008-06-16,Research and Development,6976,34
3640242,Kevin Higginbotham,Senior Developer,2007-11-23,Customer Service,24766,35
1758046,John Davis,Team Leader,1987-09-29,Production,54379,55
9380917,Megan Williams,Intern,2012-10-01,Finance,42223,25
1257374,Justin Taylor,Manager,1998-01-19,Logistics,53704,45
1993195,Elijah Mcnabb,Junior Developer,2002-11-07,Customer Service,25147,40
4883094,Matthew Mclendon,Manager,2011-08-19,Finance,55709,27
4759715,Johnny Gumpert,Junior Developer,2011-06-28,Acquisitions,31203,23
3384634,Ella Lindholm,Team Leader,1984-06-07,Customer Service,40052,58
3512602,Isabella Mccurry,Senior Developer,1993-03-18,IT,42065,49
4981223,Sean Koehler,Supervisor,1990-02-09,Marketing,22395,53
7288109,Edward Mckinley,Supervisor,2007-01-07,IT,11234,36
9349033,Oliver Miller,Junior Developer,1988-05-27,IT,52256,54
8663527,Roy Mclendon,Junior Developer,1990-08-24,IT,41709,52
4732069,Lily Mcmillan,Team Leader,2011-08-11,Finance,24081,25
8349541,Sophia Mcgill,Assistant Manager,1982-12-07,Marketing,23660,60
9064585,Lily Mcknight,Team Leader,1989-04-08,Marketing,24248,53
2864443,Jerry Mckinley,Senior Developer,2011-02-04,Research and Development,21694,23
8574903,Brandon Hutchins,Assistant Manager,2008-06-27,HR,24906,27
6235035,Alan Mangum,Assistant Manager,2013-09-24,Leadership,57148,29
6575517,Isabella Jones,Junior Developer,2011-10-01,Logistics,61408,30
6974405,Adam Mclendon,Senior Developer,2018-05-23,HR,42496,24
1593413,Kenneth Mcmillan,Manager,2004-07-21,Leadership,53452,38
7073037,Ralph Jones,Manager,2005-03-23,Finance,30303,20
6114058,Jeremy Brown,Manager,1983-10-13,Customer Service,6447,59
4929779,Sophie Mcvay,Supervisor,2007-06-24,Logistics,12028,19
9815886,Randy Blahut,Junior Developer,2003-11-06,Production,60932,39
9181506,Kyle Mcnabb,Manager,2013-09-19,Finance,22676,29
2552041,Brandon Mcnulty,Junior Developer,2001-05-13,Sales,23094,41
8692003,Ciaran Krebs,Supervisor,1996-08-06,People,7354,46
1072730,Russell Brown,Senior Developer,2020-07-28,Logistics,55476,18
2010216,James Mcmurray,Intern,1990-12-23,IT,40101,52
8574508,Lucy Hutchins,Supervisor,2003-09-24,Logistics,24331,39
7331678,Jacob Majors,Junior Developer,2003-10-16,Finance,61929,39
1411206,Dennis Krebs,Assistant Manager,2006-04-12,HR,52145,36
4787666,Roy Mcphee,Supervisor,2008-02-28,Research and Development,30662,34
5066536,Billy Mclendon,Team Leader,2016-09-19,Acquisitions,5702,26
1480245,Hannah Hutchins,Senior Developer,2004-02-10,Finance,8456,38
5355454,Aaron Loyd,Intern,2007-05-27,Finance,20021,35
5018766,Tyler Mccurry,Manager,2010-04-07,IT,7156,32
2312072,Justin Davis,Assistant Manager,1997-06-11,People,62370,45
1325562,Alexander Brown,Team Leader,2013-10-16,Logistics,21980,28
6316740,Chris Mclendon,Junior Developer,1997-11-13,Logistics,5052,45
7903511,Evan Koehler,Supervisor,2005-05-19,IT,23743,37
8288937,Roy Mcphee,Assistant Manager,1992-03-19,Research and Development,30018,50
1014264,Roger Johnson,Senior Developer,1992-07-26,Finance,8592,50
8758323,Peter Moore,Team Leader,2005-06-22,Sales,9416,24
3398994,Andrew Mcginnis,Supervisor,2011-01-27,IT,56411,32
1934290,Joseph Koehler,Senior Developer,2006-01-17,People,22039,25
7849108,Austin Higginbotham,Assistant Manager,1993-09-26,Acquisitions,20444,49
7533006,Wayne Mcmurray,Senior Developer,2017-01-16,Customer Service,60608,26
6795675,Ryan Mcvay,Intern,2008-05-05,Acquisitions,5829,34
3073275,Stephen Koehler,Intern,1997-11-14,IT,52449,45
